"Longitude","Latitude","Timeslice","Magnitude"
30,16.7001171112061,-0.3,3
33.75,16.7001171112061,-0.3,3
37.5,16.7001171112061,-0.3,3
45,16.7001171112061,-0.3,3
48.75,16.7001171112061,-0.3,3
52.5,16.7001171112061,-0.3,2
75,16.7001171112061,-0.3,0
78.75,16.7001171112061,-0.3,2
82.5,16.7001171112061,-0.3,0
97.5,16.7001171112061,-0.3,0
101.25,16.7001171112061,-0.3,2
105,16.7001171112061,-0.3,1
-97.5,16.7001171112061,-0.3,0
-93.75,16.7001171112061,-0.3,0
-90,16.7001171112061,-0.3,0
-15,16.7001171112061,-0.3,3
-11.25,16.7001171112061,-0.3,3
-7.5,16.7001171112061,-0.3,3
-3.75,16.7001171112061,-0.3,3
0,12.9889888763428,-0.3,2
3.75,12.9889888763428,-0.3,2
7.5,12.9889888763428,-0.3,2
11.25,12.9889888763428,-0.3,3
15,12.9889888763428,-0.3,2
18.75,12.9889888763428,-0.3,3
22.5,12.9889888763428,-0.3,3
26.25,12.9889888763428,-0.3,3
30,12.9889888763428,-0.3,2
33.75,12.9889888763428,-0.3,3
37.5,12.9889888763428,-0.3,3
41.25,12.9889888763428,-0.3,3
78.75,12.9889888763428,-0.3,0
101.25,12.9889888763428,-0.3,0
105,12.9889888763428,-0.3,0
-86.25,12.9889888763428,-0.3,0
-15,12.9889888763428,-0.3,2
-11.25,12.9889888763428,-0.3,0
-7.5,12.9889888763428,-0.3,2
-3.75,12.9889888763428,-0.3,2
0,9.27785301208496,-0.3,2
3.75,9.27785301208496,-0.3,2
7.5,9.27785301208496,-0.3,2
11.25,9.27785301208496,-0.3,0
15,9.27785301208496,-0.3,0
18.75,9.27785301208496,-0.3,2
22.5,9.27785301208496,-0.3,0
26.25,9.27785301208496,-0.3,0
30,9.27785301208496,-0.3,1
33.75,9.27785301208496,-0.3,0
37.5,9.27785301208496,-0.3,1
41.25,9.27785301208496,-0.3,3
45,9.27785301208496,-0.3,3
48.75,9.27785301208496,-0.3,3
101.25,9.27785301208496,-0.3,0
105,9.27785301208496,-0.3,0
-82.5,9.27785301208496,-0.3,0
-78.75,9.27785301208496,-0.3,0
-75,9.27785301208496,-0.3,0
-71.25,9.27785301208496,-0.3,0
-67.5,9.27785301208496,-0.3,0
-63.75,9.27785301208496,-0.3,1
-11.25,9.27785301208496,-0.3,0
-7.5,9.27785301208496,-0.3,0
-3.75,9.27785301208496,-0.3,2
0,5.56671380996704,-0.3,1
3.75,5.56671380996704,-0.3,0
7.5,5.56671380996704,-0.3,0
11.25,5.56671380996704,-0.3,0
15,5.56671380996704,-0.3,0
18.75,5.56671380996704,-0.3,0
22.5,5.56671380996704,-0.3,0
26.25,5.56671380996704,-0.3,0
30,5.56671380996704,-0.3,0
33.75,5.56671380996704,-0.3,0
37.5,5.56671380996704,-0.3,1
41.25,5.56671380996704,-0.3,3
45,5.56671380996704,-0.3,3
97.5,5.56671380996704,-0.3,0
101.25,5.56671380996704,-0.3,0
116.25,5.56671380996704,-0.3,0
-75,5.56671380996704,-0.3,0
-71.25,5.56671380996704,-0.3,0
-67.5,5.56671380996704,-0.3,0
-63.75,5.56671380996704,-0.3,0
-60,5.56671380996704,-0.3,0
-7.5,5.56671380996704,-0.3,0
-3.75,5.56671380996704,-0.3,0
11.25,1.85557150840759,-0.3,0
15,1.85557150840759,-0.3,0
18.75,1.85557150840759,-0.3,0
22.5,1.85557150840759,-0.3,0
26.25,1.85557150840759,-0.3,0
30,1.85557150840759,-0.3,1
33.75,1.85557150840759,-0.3,2
37.5,1.85557150840759,-0.3,3
41.25,1.85557150840759,-0.3,1
45,1.85557150840759,-0.3,3
101.25,1.85557150840759,-0.3,0
112.5,1.85557150840759,-0.3,0
116.25,1.85557150840759,-0.3,0
-75,1.85557150840759,-0.3,0
-71.25,1.85557150840759,-0.3,0
-67.5,1.85557150840759,-0.3,0
-63.75,1.85557150840759,-0.3,0
-60,1.85557150840759,-0.3,0
-56.25,1.85557150840759,-0.3,0
-52.5,1.85557150840759,-0.3,0
